respID,qID,altID,obsID,profileID,salary_increase,req_in_person_days,attendance_bonus,commute_credit,vacation_days,salary_cut,no_choice
218,4,1,1740,22476,2,4,0,0,10,0,0
218,4,2,1740,0,0,0,0,0,0,8,1
218,5,1,1741,18065,2,3,1,50,15,0,0
218,5,2,1741,0,0,0,0,0,0,6,1
218,6,1,1742,1033,9,4,0,100,5,0,0
218,6,2,1742,0,0,0,0,0,0,0,1
218,7,1,1743,19240,0,5,1,0,5,0,0
218,7,2,1743,0,0,0,0,0,0,7,1
218,8,1,1744,3549,6,3,1,50,5,0,0
218,8,2,1744,0,0,0,0,0,0,1,1
219,1,1,1745,787,5,2,2,0,5,0,0
219,1,2,1745,0,0,0,0,0,0,0,1
219,2,1,1746,126,4,2,2,0,0,0,0
219,2,2,1746,0,0,0,0,0,0,0,1
219,3,1,1747,1991,10,1,0,0,15,0,0
219,3,2,1747,0,0,0,0,0,0,0,1
219,4,1,1748,18586,6,5,1,0,0,0,0
219,4,2,1748,0,0,0,0,0,0,7,1
219,5,1,1749,12098,8,5,0,50,10,0,0
219,5,2,1749,0,0,0,0,0,0,4,1
219,6,1,1750,25249,3,1,0,50,10,0,0
219,6,2,1750,0,0,0,0,0,0,9,1
219,7,1,1751,26023,7,1,2,50,15,0,0
219,7,2,1751,0,0,0,0,0,0,9,1
219,8,1,1752,25354,9,5,1,50,10,0,0
219,8,2,1752,0,0,0,0,0,0,9,1
220,1,1,1753,13528,8,5,2,50,0,0,0
220,1,2,1753,0,0,0,0,0,0,5,1
220,2,1,1754,8016,7,4,1,0,0,0,0
220,2,2,1754,0,0,0,0,0,0,3,1
220,3,1,1755,20830,6,4,0,100,15,0,0
220,3,2,1755,0,0,0,0,0,0,7,1
220,4,1,1756,28457,10,2,1,0,15,0,0
220,4,2,1756,0,0,0,0,0,0,10,1
220,5,1,1757,8581,0,1,0,0,5,0,0
220,5,2,1757,0,0,0,0,0,0,3,1
220,6,1,1758,13379,2,2,0,50,0,0,0
220,6,2,1758,0,0,0,0,0,0,5,1
220,7,1,1759,9245,4,1,0,0,10,0,0
220,7,2,1759,0,0,0,0,0,0,3,1
220,8,1,1760,2193,3,5,0,50,15,0,0
220,8,2,1760,0,0,0,0,0,0,0,1
221,1,1,1761,15209,6,3,0,0,15,0,0
221,1,2,1761,0,0,0,0,0,0,5,1
221,2,1,1762,27941,0,1,1,50,10,0,0
221,2,2,1762,0,0,0,0,0,0,10,1
221,3,1,1763,19207,0,2,1,0,5,0,0
221,3,2,1763,0,0,0,0,0,0,7,1
221,4,1,1764,23840,2,3,1,0,0,0,0
221,4,2,1764,0,0,0,0,0,0,9,1
221,5,1,1765,9157,4,3,1,200,5,0,0
221,5,2,1765,0,0,0,0,0,0,3,1
221,6,1,1766,14698,1,2,0,50,10,0,0
221,6,2,1766,0,0,0,0,0,0,5,1
221,7,1,1767,10956,10,1,1,100,0,0,0
221,7,2,1767,0,0,0,0,0,0,4,1
221,8,1,1768,6134,6,3,0,50,5,0,0
221,8,2,1768,0,0,0,0,0,0,2,1
222,1,1,1769,24078,9,4,2,50,0,0,0
222,1,2,1769,0,0,0,0,0,0,9,1
222,2,1,1770,8516,1,5,1,200,0,0,0
222,2,2,1770,0,0,0,0,0,0,3,1
222,3,1,1771,27488,9,4,1,100,5,0,0
222,3,2,1771,0,0,0,0,0,0,10,1
222,4,1,1772,20358,7,1,1,200,10,0,0
222,4,2,1772,0,0,0,0,0,0,7,1
222,5,1,1773,10899,8,1,0,100,0,0,0
222,5,2,1773,0,0,0,0,0,0,4,1
222,6,1,1774,7083,9,4,2,100,10,0,0
222,6,2,1774,0,0,0,0,0,0,2,1
222,7,1,1775,20736,0,1,2,50,15,0,0
222,7,2,1775,0,0,0,0,0,0,7,1
222,8,1,1776,11342,0,2,2,0,5,0,0
222,8,2,1776,0,0,0,0,0,0,4,1
223,1,1,1777,9692,0,2,2,100,10,0,0
223,1,2,1777,0,0,0,0,0,0,3,1
223,2,1,1778,11336,5,1,2,0,5,0,0
223,2,2,1778,0,0,0,0,0,0,4,1
223,3,1,1779,14614,5,4,1,0,10,0,0
223,3,2,1779,0,0,0,0,0,0,5,1
223,4,1,1780,28946,4,2,1,200,15,0,0
223,4,2,1780,0,0,0,0,0,0,10,1
223,5,1,1781,19605,2,3,2,100,5,0,0
223,5,2,1781,0,0,0,0,0,0,7,1
223,6,1,1782,28274,3,1,1,200,10,0,0
223,6,2,1782,0,0,0,0,0,0,10,1
223,7,1,1783,8917,6,1,0,100,5,0,0
223,7,2,1783,0,0,0,0,0,0,3,1
223,8,1,1784,17540,5,5,0,100,10,0,0
223,8,2,1784,0,0,0,0,0,0,6,1
224,1,1,1785,21805,2,3,0,0,5,0,0
224,1,2,1785,0,0,0,0,0,0,8,1
224,2,1,1786,592,8,4,1,200,0,0,0
224,2,2,1786,0,0,0,0,0,0,0,1
224,3,1,1787,8818,6,2,1,50,5,0,0
224,3,2,1787,0,0,0,0,0,0,3,1
224,4,1,1788,17899,1,3,1,0,15,0,0
224,4,2,1788,0,0,0,0,0,0,6,1
224,5,1,1789,9700,8,2,2,100,10,0,0
224,5,2,1789,0,0,0,0,0,0,3,1
224,6,1,1790,13122,9,3,1,200,15,0,0
224,6,2,1790,0,0,0,0,0,0,4,1
224,7,1,1791,7516,2,4,1,50,15,0,0
224,7,2,1791,0,0,0,0,0,0,2,1
224,8,1,1792,23192,3,4,1,0,15,0,0
224,8,2,1792,0,0,0,0,0,0,8,1
225,1,1,1793,960,2,3,2,50,5,0,0
225,1,2,1793,0,0,0,0,0,0,0,1
225,2,1,1794,27507,6,1,2,100,5,0,0
225,2,2,1794,0,0,0,0,0,0,10,1
225,3,1,1795,21822,8,4,0,0,5,0,0
225,3,2,1795,0,0,0,0,0,0,8,1
225,4,1,1796,179,2,2,0,50,0,0,0
225,4,2,1796,0,0,0,0,0,0,0,1
225,5,1,1797,25897,2,5,2,0,15,0,0
225,5,2,1797,0,0,0,0,0,0,9,1
225,6,1,1798,5453,7,1,0,50,0,0,0
225,6,2,1798,0,0,0,0,0,0,2,1
225,7,1,1799,12827,0,2,2,50,15,0,0
225,7,2,1799,0,0,0,0,0,0,4,1
225,8,1,1800,11544,4,5,2,50,5,0,0
225,8,2,1800,0,0,0,0,0,0,4,1
226,1,1,1801,24402,3,4,2,200,0,0,0
226,1,2,1801,0,0,0,0,0,0,9,1
226,2,1,1802,7077,3,4,2,100,10,0,0
226,2,2,1802,0,0,0,0,0,0,2,1
226,3,1,1803,3611,2,4,2,50,5,0,0
226,3,2,1803,0,0,0,0,0,0,1,1
226,4,1,1804,9317,10,2,1,0,10,0,0
226,4,2,1804,0,0,0,0,0,0,3,1
226,5,1,1805,13738,9,4,0,200,0,0,0
226,5,2,1805,0,0,0,0,0,0,5,1
226,6,1,1806,3413,2,1,2,0,5,0,0
226,6,2,1806,0,0,0,0,0,0,1,1
226,7,1,1807,5371,2,4,1,0,0,0,0
226,7,2,1807,0,0,0,0,0,0,2,1
226,8,1,1808,7050,9,1,2,100,10,0,0
226,8,2,1808,0,0,0,0,0,0,2,1
227,1,1,1809,12848,10,3,2,50,15,0,0
227,1,2,1809,0,0,0,0,0,0,4,1
227,2,1,1810,26166,7,4,1,100,15,0,0
227,2,2,1810,0,0,0,0,0,0,9,1
227,3,1,1811,28869,4,5,2,100,15,0,0
227,3,2,1811,0,0,0,0,0,0,10,1
227,4,1,1812,26909,2,2,0,200,0,0,0
227,4,2,1812,0,0,0,0,0,0,10,1
227,5,1,1813,23329,8,1,1,50,15,0,0
227,5,2,1813,0,0,0,0,0,0,8,1
227,6,1,1814,17855,1,4,0,0,15,0,0
227,6,2,1814,0,0,0,0,0,0,6,1
227,7,1,1815,917,3,4,1,50,5,0,0
227,7,2,1815,0,0,0,0,0,0,0,1
227,8,1,1816,9983,5,3,1,0,15,0,0
227,8,2,1816,0,0,0,0,0,0,3,1
228,1,1,1817,15445,0,5,1,50,15,0,0
228,1,2,1817,0,0,0,0,0,0,5,1
228,2,1,1818,27184,2,2,2,0,5,0,0
228,2,2,1818,0,0,0,0,0,0,10,1
228,3,1,1819,25916,10,1,0,50,15,0,0
228,3,2,1819,0,0,0,0,0,0,9,1
228,4,1,1820,14855,4,1,0,100,10,0,0
228,4,2,1820,0,0,0,0,0,0,5,1
228,5,1,1821,1089,10,4,1,100,5,0,0
228,5,2,1821,0,0,0,0,0,0,0,1
228,6,1,1822,11717,1,1,0,200,5,0,0
228,6,2,1822,0,0,0,0,0,0,4,1
228,7,1,1823,17818,8,5,2,200,10,0,0
228,7,2,1823,0,0,0,0,0,0,6,1
228,8,1,1824,4788,2,1,0,50,15,0,0
228,8,2,1824,0,0,0,0,0,0,1,1
229,1,1,1825,15989,5,4,2,0,0,0,0
229,1,2,1825,0,0,0,0,0,0,6,1
229,2,1,1826,9553,4,4,2,50,10,0,0
229,2,2,1826,0,0,0,0,0,0,3,1
229,3,1,1827,3635,4,1,0,100,5,0,0
229,3,2,1827,0,0,0,0,0,0,1,1
229,4,1,1828,22976,7,4,0,200,10,0,0
229,4,2,1828,0,0,0,0,0,0,8,1
229,5,1,1829,3152,5,2,0,200,0,0,0
229,5,2,1829,0,0,0,0,0,0,1,1
229,6,1,1830,10872,3,4,2,50,0,0,0
229,6,2,1830,0,0,0,0,0,0,4,1
229,7,1,1831,18778,0,3,2,50,0,0,0
229,7,2,1831,0,0,0,0,0,0,7,1
229,8,1,1832,7316,0,1,1,0,15,0,0
229,8,2,1832,0,0,0,0,0,0,2,1
230,1,1,1833,6187,4,3,1,50,5,0,0
230,1,2,1833,0,0,0,0,0,0,2,1
230,2,1,1834,13396,8,3,0,50,0,0,0
230,2,2,1834,0,0,0,0,0,0,5,1
230,3,1,1835,26245,9,1,0,200,15,0,0
230,3,2,1835,0,0,0,0,0,0,9,1
230,4,1,1836,19673,4,4,0,200,5,0,0
230,4,2,1836,0,0,0,0,0,0,7,1
230,5,1,1837,429,10,4,1,100,0,0,0
230,5,2,1837,0,0,0,0,0,0,0,1
230,6,1,1838,26635,3,2,1,50,0,0,0
230,6,2,1838,0,0,0,0,0,0,10,1
230,7,1,1839,1706,0,1,1,100,10,0,0
230,7,2,1839,0,0,0,0,0,0,0,1
230,8,1,1840,7625,1,4,0,100,15,0,0
230,8,2,1840,0,0,0,0,0,0,2,1
231,1,1,1841,6270,10,5,2,50,5,0,0
231,1,2,1841,0,0,0,0,0,0,2,1
231,2,1,1842,16002,7,5,2,0,0,0,0
231,2,2,1842,0,0,0,0,0,0,6,1
231,3,1,1843,24879,7,2,2,100,5,0,0
231,3,2,1843,0,0,0,0,0,0,9,1
231,4,1,1844,27327,2,5,1,50,5,0,0
231,4,2,1844,0,0,0,0,0,0,10,1
231,5,1,1845,25470,4,1,1,100,10,0,0
231,5,2,1845,0,0,0,0,0,0,9,1
231,6,1,1846,16497,7,5,2,200,0,0,0
231,6,2,1846,0,0,0,0,0,0,6,1
231,7,1,1847,1098,8,5,1,100,5,0,0
231,7,2,1847,0,0,0,0,0,0,0,1
231,8,1,1848,26905,9,1,0,200,0,0,0
231,8,2,1848,0,0,0,0,0,0,10,1
232,1,1,1849,7900,1,4,2,200,15,0,0
232,1,2,1849,0,0,0,0,0,0,2,1
232,2,1,1850,6515,2,3,1,200,5,0,0
232,2,2,1850,0,0,0,0,0,0,2,1
232,3,1,1851,28354,6,3,2,200,10,0,0
232,3,2,1851,0,0,0,0,0,0,10,1
232,4,1,1852,24313,2,1,1,200,0,0,0
232,4,2,1852,0,0,0,0,0,0,9,1
232,5,1,1853,22554,3,1,2,0,10,0,0
232,5,2,1853,0,0,0,0,0,0,8,1
232,6,1,1854,332,1,1,0,100,0,0,0
232,6,2,1854,0,0,0,0,0,0,0,1
232,7,1,1855,12048,2,1,0,50,10,0,0
232,7,2,1855,0,0,0,0,0,0,4,1
232,8,1,1856,1570,7,3,1,50,10,0,0
232,8,2,1856,0,0,0,0,0,0,0,1
233,1,1,1857,17717,6,1,1,200,10,0,0
233,1,2,1857,0,0,0,0,0,0,6,1
233,2,1,1858,3827,9,3,0,200,5,0,0
233,2,2,1858,0,0,0,0,0,0,1,1
233,3,1,1859,21634,7,2,0,200,0,0,0
233,3,2,1859,0,0,0,0,0,0,8,1
233,4,1,1860,22855,7,3,1,100,10,0,0
233,4,2,1860,0,0,0,0,0,0,8,1
233,5,1,1861,22340,9,1,1,200,5,0,0
233,5,2,1861,0,0,0,0,0,0,8,1
233,6,1,1862,26410,9,1,0,0,0,0,0
233,6,2,1862,0,0,0,0,0,0,10,1
233,7,1,1863,20037,5,2,1,50,10,0,0
233,7,2,1863,0,0,0,0,0,0,7,1
233,8,1,1864,11054,9,5,2,100,0,0,0
233,8,2,1864,0,0,0,0,0,0,4,1
234,1,1,1865,27241,4,2,0,50,5,0,0
234,1,2,1865,0,0,0,0,0,0,10,1
234,2,1,1866,27173,2,1,2,0,5,0,0
234,2,2,1866,0,0,0,0,0,0,10,1
234,3,1,1867,6487,7,5,0,200,5,0,0
234,3,2,1867,0,0,0,0,0,0,2,1
234,4,1,1868,22828,2,1,1,100,10,0,0
234,4,2,1868,0,0,0,0,0,0,8,1
234,5,1,1869,21395,10,5,1,50,0,0,0
234,5,2,1869,0,0,0,0,0,0,8,1
234,6,1,1870,23049,3,1,2,200,10,0,0
234,6,2,1870,0,0,0,0,0,0,8,1
234,7,1,1871,1603,7,1,2,50,10,0,0
234,7,2,1871,0,0,0,0,0,0,0,1
234,8,1,1872,20312,5,2,0,200,10,0,0
234,8,2,1872,0,0,0,0,0,0,7,1
235,1,1,1873,6312,8,4,0,100,5,0,0
235,1,2,1873,0,0,0,0,0,0,2,1
235,2,1,1874,28875,10,5,2,100,15,0,0
235,2,2,1874,0,0,0,0,0,0,10,1
235,3,1,1875,12106,5,1,1,50,10,0,0
235,3,2,1875,0,0,0,0,0,0,4,1
235,4,1,1876,6280,9,1,0,100,5,0,0
235,4,2,1876,0,0,0,0,0,0,2,1
235,5,1,1877,15384,5,4,0,50,15,0,0
235,5,2,1877,0,0,0,0,0,0,5,1
235,6,1,1878,15421,9,2,1,50,15,0,0
235,6,2,1878,0,0,0,0,0,0,5,1
235,7,1,1879,1371,6,5,0,0,10,0,0
235,7,2,1879,0,0,0,0,0,0,0,1
235,8,1,1880,7981,5,1,1,0,0,0,0
235,8,2,1880,0,0,0,0,0,0,3,1
236,1,1,1881,535,6,4,0,200,0,0,0
236,1,2,1881,0,0,0,0,0,0,0,1
236,2,1,1882,14989,6,3,2,100,10,0,0
236,2,2,1882,0,0,0,0,0,0,5,1
236,3,1,1883,26350,4,1,2,200,15,0,0
236,3,2,1883,0,0,0,0,0,0,9,1
236,4,1,1884,6733,0,3,2,0,10,0,0
236,4,2,1884,0,0,0,0,0,0,2,1
236,5,1,1885,28613,1,2,1,50,15,0,0
236,5,2,1885,0,0,0,0,0,0,10,1
236,6,1,1886,5229,3,1,2,200,15,0,0
236,6,2,1886,0,0,0,0,0,0,1,1
236,7,1,1887,25627,7,5,0,200,10,0,0
236,7,2,1887,0,0,0,0,0,0,9,1
236,8,1,1888,17073,0,3,1,200,5,0,0
236,8,2,1888,0,0,0,0,0,0,6,1
237,1,1,1889,1653,2,1,0,100,10,0,0
237,1,2,1889,0,0,0,0,0,0,0,1
237,2,1,1890,7286,3,3,0,0,15,0,0
237,2,2,1890,0,0,0,0,0,0,2,1
237,3,1,1891,2369,3,1,1,100,15,0,0
237,3,2,1891,0,0,0,0,0,0,0,1
237,4,1,1892,27658,3,5,1,200,5,0,0
237,4,2,1892,0,0,0,0,0,0,10,1
237,5,1,1893,3194,3,1,1,200,0,0,0
237,5,2,1893,0,0,0,0,0,0,1,1
237,6,1,1894,21187,0,2,1,0,0,0,0
237,6,2,1894,0,0,0,0,0,0,8,1
237,7,1,1895,11629,1,3,1,100,5,0,0
237,7,2,1895,0,0,0,0,0,0,4,1
237,8,1,1896,27373,4,4,2,50,5,0,0
237,8,2,1896,0,0,0,0,0,0,10,1
238,1,1,1897,16465,8,2,2,200,0,0,0
238,1,2,1897,0,0,0,0,0,0,6,1
238,2,1,1898,13216,4,2,0,0,0,0,0
238,2,2,1898,0,0,0,0,0,0,5,1
238,3,1,1899,15750,8,2,1,200,15,0,0
238,3,2,1899,0,0,0,0,0,0,5,1
238,4,1,1900,5076,4,2,2,100,15,0,0
238,4,2,1900,0,0,0,0,0,0,1,1
238,5,1,1901,22817,2,5,0,100,10,0,0
238,5,2,1901,0,0,0,0,0,0,8,1
238,6,1,1902,7128,10,3,0,200,10,0,0
238,6,2,1902,0,0,0,0,0,0,2,1
238,7,1,1903,20968,1,2,0,200,15,0,0
238,7,2,1903,0,0,0,0,0,0,7,1
238,8,1,1904,8976,10,1,1,100,5,0,0
238,8,2,1904,0,0,0,0,0,0,3,1
239,1,1,1905,20887,8,4,1,100,15,0,0
239,1,2,1905,0,0,0,0,0,0,7,1
239,2,1,1906,28083,10,3,0,100,10,0,0
239,2,2,1906,0,0,0,0,0,0,10,1
239,3,1,1907,9541,3,3,2,50,10,0,0
239,3,2,1907,0,0,0,0,0,0,3,1
239,4,1,1908,23967,8,4,0,50,0,0,0
239,4,2,1908,0,0,0,0,0,0,9,1
239,5,1,1909,28394,2,2,0,0,15,0,0
239,5,2,1909,0,0,0,0,0,0,10,1
239,6,1,1910,18139,10,4,2,50,15,0,0
239,6,2,1910,0,0,0,0,0,0,6,1
239,7,1,1911,14370,3,2,0,200,5,0,0
239,7,2,1911,0,0,0,0,0,0,5,1
239,8,1,1912,22812,8,4,0,100,10,0,0
239,8,2,1912,0,0,0,0,0,0,8,1
240,1,1,1913,12186,8,3,2,50,10,0,0
240,1,2,1913,0,0,0,0,0,0,4,1
240,2,1,1914,8122,3,4,0,50,0,0,0
240,2,2,1914,0,0,0,0,0,0,3,1
240,3,1,1915,16855,2,3,0,100,5,0,0
240,3,2,1915,0,0,0,0,0,0,6,1
240,4,1,1916,4350,4,1,1,100,10,0,0
240,4,2,1916,0,0,0,0,0,0,1,1
240,5,1,1917,12072,4,3,0,50,10,0,0
240,5,2,1917,0,0,0,0,0,0,4,1
240,6,1,1918,7990,3,2,1,0,0,0,0
240,6,2,1918,0,0,0,0,0,0,3,1
240,7,1,1919,24342,9,3,1,200,0,0,0
240,7,2,1919,0,0,0,0,0,0,9,1
240,8,1,1920,23292,4,3,0,50,15,0,0
240,8,2,1920,0,0,0,0,0,0,8,1
241,1,1,1921,3383,5,3,1,0,5,0,0
241,1,2,1921,0,0,0,0,0,0,1,1
241,2,1,1922,11872,2,5,2,200,5,0,0
241,2,2,1922,0,0,0,0,0,0,4,1
241,3,1,1923,302,4,3,2,50,0,0,0
241,3,2,1923,0,0,0,0,0,0,0,1
241,4,1,1924,1612,5,2,2,50,10,0,0
241,4,2,1924,0,0,0,0,0,0,0,1
241,5,1,1925,8057,4,3,2,0,0,0,0
241,5,2,1925,0,0,0,0,0,0,3,1
241,6,1,1926,15000,6,4,2,100,10,0,0
241,6,2,1926,0,0,0,0,0,0,5,1
241,7,1,1927,17089,5,4,1,200,5,0,0
241,7,2,1927,0,0,0,0,0,0,6,1
241,8,1,1928,23197,8,4,1,0,15,0,0
241,8,2,1928,0,0,0,0,0,0,8,1
242,1,1,1929,27203,10,3,2,0,5,0,0
242,1,2,1929,0,0,0,0,0,0,10,1
242,2,1,1930,25477,0,2,1,100,10,0,0
242,2,2,1930,0,0,0,0,0,0,9,1
242,3,1,1931,6578,10,3,2,200,5,0,0
242,3,2,1931,0,0,0,0,0,0,2,1
242,4,1,1932,6760,5,5,2,0,10,0,0
242,4,2,1932,0,0,0,0,0,0,2,1
242,5,1,1933,17700,0,5,0,200,10,0,0
242,5,2,1933,0,0,0,0,0,0,6,1
242,6,1,1934,16429,5,4,1,200,0,0,0
242,6,2,1934,0,0,0,0,0,0,6,1
242,7,1,1935,2725,7,3,1,0,0,0,0
242,7,2,1935,0,0,0,0,0,0,1,1
242,8,1,1936,25959,9,5,0,50,15,0,0
242,8,2,1936,0,0,0,0,0,0,9,1
243,1,1,1937,5280,10,5,2,200,15,0,0
243,1,2,1937,0,0,0,0,0,0,1,1
243,2,1,1938,172,6,1,0,50,0,0,0
243,2,2,1938,0,0,0,0,0,0,0,1
243,3,1,1939,20433,5,3,2,200,10,0,0
243,3,2,1939,0,0,0,0,0,0,7,1
243,4,1,1940,13181,2,4,2,200,15,0,0
243,4,2,1940,0,0,0,0,0,0,4,1
243,5,1,1941,14103,0,3,1,50,5,0,0
243,5,2,1941,0,0,0,0,0,0,5,1
243,6,1,1942,26546,2,4,2,0,0,0,0
243,6,2,1942,0,0,0,0,0,0,10,1
243,7,1,1943,18227,10,2,1,100,15,0,0
243,7,2,1943,0,0,0,0,0,0,6,1
243,8,1,1944,13262,6,1,1,0,0,0,0
243,8,2,1944,0,0,0,0,0,0,5,1
244,1,1,1945,14302,1,1,2,100,5,0,0
244,1,2,1945,0,0,0,0,0,0,5,1
244,2,1,1946,16011,5,1,0,50,0,0,0
244,2,2,1946,0,0,0,0,0,0,6,1
244,3,1,1947,27959,7,2,1,50,10,0,0
244,3,2,1947,0,0,0,0,0,0,10,1
244,4,1,1948,26347,1,1,2,200,15,0,0
244,4,2,1948,0,0,0,0,0,0,9,1
244,5,1,1949,13607,10,2,1,100,0,0,0
244,5,2,1949,0,0,0,0,0,0,5,1
244,6,1,1950,23412,3,4,2,50,15,0,0
244,6,2,1950,0,0,0,0,0,0,8,1
244,7,1,1951,22496,0,1,1,0,10,0,0
244,7,2,1951,0,0,0,0,0,0,8,1
244,8,1,1952,441,0,1,2,100,0,0,0
244,8,2,1952,0,0,0,0,0,0,0,1
245,1,1,1953,423,4,4,1,100,0,0,0
245,1,2,1953,0,0,0,0,0,0,0,1
245,2,1,1954,9582,0,2,0,100,10,0,0
245,2,2,1954,0,0,0,0,0,0,3,1
245,3,1,1955,15225,0,5,0,0,15,0,0
245,3,2,1955,0,0,0,0,0,0,5,1
245,4,1,1956,17577,9,3,1,100,10,0,0
245,4,2,1956,0,0,0,0,0,0,6,1
245,5,1,1957,15883,9,4,0,0,0,0,0
245,5,2,1957,0,0,0,0,0,0,6,1
245,6,1,1958,25402,2,5,2,50,10,0,0
245,6,2,1958,0,0,0,0,0,0,9,1
245,7,1,1959,2339,6,3,0,100,15,0,0
245,7,2,1959,0,0,0,0,0,0,0,1
245,8,1,1960,17003,7,1,0,200,5,0,0
245,8,2,1960,0,0,0,0,0,0,6,1
246,1,1,1961,19064,0,4,1,200,0,0,0
246,1,2,1961,0,0,0,0,0,0,7,1
246,2,1,1962,8488,6,2,1,200,0,0,0
246,2,2,1962,0,0,0,0,0,0,3,1
246,3,1,1963,21079,2,2,2,200,15,0,0
246,3,2,1963,0,0,0,0,0,0,7,1
246,4,1,1964,7634,10,4,0,100,15,0,0
246,4,2,1964,0,0,0,0,0,0,2,1
246,5,1,1965,20699,7,2,1,50,15,0,0
246,5,2,1965,0,0,0,0,0,0,7,1
246,6,1,1966,13167,10,2,2,200,15,0,0
246,6,2,1966,0,0,0,0,0,0,4,1
246,7,1,1967,10340,10,5,1,100,15,0,0
246,7,2,1967,0,0,0,0,0,0,3,1
246,8,1,1968,22850,2,3,1,100,10,0,0
246,8,2,1968,0,0,0,0,0,0,8,1
247,1,1,1969,8655,8,2,1,0,5,0,0
247,1,2,1969,0,0,0,0,0,0,3,1
247,2,1,1970,28197,3,4,2,100,10,0,0
247,2,2,1970,0,0,0,0,0,0,10,1
247,3,1,1971,22660,10,5,0,50,10,0,0
247,3,2,1971,0,0,0,0,0,0,8,1
247,4,1,1972,20763,5,3,2,50,15,0,0
247,4,2,1972,0,0,0,0,0,0,7,1
247,5,1,1973,24441,9,2,0,0,5,0,0
247,5,2,1973,0,0,0,0,0,0,9,1
247,6,1,1974,18400,7,3,1,200,15,0,0
247,6,2,1974,0,0,0,0,0,0,6,1
247,7,1,1975,27639,6,3,1,200,5,0,0
247,7,2,1975,0,0,0,0,0,0,10,1
247,8,1,1976,17265,5,5,1,0,10,0,0
247,8,2,1976,0,0,0,0,0,0,6,1
248,1,1,1977,19604,1,3,2,100,5,0,0
248,1,2,1977,0,0,0,0,0,0,7,1
248,2,1,1978,1802,8,4,2,100,10,0,0
248,2,2,1978,0,0,0,0,0,0,0,1
248,3,1,1979,858,10,3,0,50,5,0,0
248,3,2,1979,0,0,0,0,0,0,0,1
248,4,1,1980,7408,4,4,2,0,15,0,0
248,4,2,1980,0,0,0,0,0,0,2,1
248,5,1,1981,10342,1,1,2,100,15,0,0
248,5,2,1981,0,0,0,0,0,0,3,1
248,6,1,1982,25549,6,3,2,100,10,0,0
248,6,2,1982,0,0,0,0,0,0,9,1
248,7,1,1983,5779,3,1,0,200,0,0,0
248,7,2,1983,0,0,0,0,0,0,2,1
248,8,1,1984,5248,0,3,2,200,15,0,0
248,8,2,1984,0,0,0,0,0,0,1,1
249,1,1,1985,21853,6,2,1,0,5,0,0
249,1,2,1985,0,0,0,0,0,0,8,1
249,2,1,1986,20319,1,3,0,200,10,0,0
249,2,2,1986,0,0,0,0,0,0,7,1
249,3,1,1987,22914,0,4,2,100,10,0,0
249,3,2,1987,0,0,0,0,0,0,8,1
249,4,1,1988,18845,1,4,0,100,0,0,0
249,4,2,1988,0,0,0,0,0,0,7,1
249,5,1,1989,22185,8,2,1,100,5,0,0
249,5,2,1989,0,0,0,0,0,0,8,1
249,6,1,1990,21179,3,1,1,0,0,0,0
249,6,2,1990,0,0,0,0,0,0,8,1
249,7,1,1991,23725,8,2,2,200,15,0,0
249,7,2,1991,0,0,0,0,0,0,8,1
249,8,1,1992,11440,10,5,0,50,5,0,0
249,8,2,1992,0,0,0,0,0,0,4,1
250,1,1,1993,21934,10,4,2,0,5,0,0
250,1,2,1993,0,0,0,0,0,0,8,1
250,2,1,1994,3890,6,4,1,200,5,0,0
250,2,2,1994,0,0,0,0,0,0,1,1
250,3,1,1995,17346,9,2,0,50,10,0,0
250,3,2,1995,0,0,0,0,0,0,6,1
250,4,1,1996,448,7,1,2,100,0,0,0
250,4,2,1996,0,0,0,0,0,0,0,1
250,5,1,1997,3412,1,1,2,0,5,0,0
250,5,2,1997,0,0,0,0,0,0,1,1
250,6,1,1998,20849,3,1,1,100,15,0,0
250,6,2,1998,0,0,0,0,0,0,7,1
250,7,1,1999,12218,7,1,0,100,10,0,0
250,7,2,1999,0,0,0,0,0,0,4,1
250,8,1,2000,12815,10,5,1,50,15,0,0
250,8,2,2000,0,0,0,0,0,0,4,1
251,1,1,2001,28466,8,3,1,0,15,0,0
251,1,2,2001,0,0,0,0,0,0,10,1
251,2,1,2002,23321,0,1,1,50,15,0,0
251,2,2,2002,0,0,0,0,0,0,8,1
251,3,1,2003,1450,8,2,2,0,10,0,0
251,3,2,2003,0,0,0,0,0,0,0,1
251,4,1,2004,9788,8,5,0,200,10,0,0
251,4,2,2004,0,0,0,0,0,0,3,1
251,5,1,2005,25974,2,2,1,50,15,0,0
251,5,2,2005,0,0,0,0,0,0,9,1
251,6,1,2006,13026,1,5,2,100,15,0,0
251,6,2,2006,0,0,0,0,0,0,4,1
251,7,1,2007,15703,5,3,0,200,15,0,0
251,7,2,2007,0,0,0,0,0,0,5,1
251,8,1,2008,27494,4,5,1,100,5,0,0
251,8,2,2008,0,0,0,0,0,0,10,1
252,1,1,2009,20404,9,5,1,200,10,0,0
252,1,2,2009,0,0,0,0,0,0,7,1
252,2,1,2010,7471,1,5,0,50,15,0,0
252,2,2,2010,0,0,0,0,0,0,2,1
252,3,1,2011,25715,7,3,2,200,10,0,0
252,3,2,2011,0,0,0,0,0,0,9,1
252,4,1,2012,28803,4,4,1,100,15,0,0
252,4,2,2012,0,0,0,0,0,0,10,1
252,5,1,2013,7941,9,2,0,0,0,0,0
